ADVNUM,CERTIFICATE NUMBER,PARCEL,FACE AMOUNT,WINNINGBID,BIDDER ID,PRIMARY NAME ON ACCOUNT
000001,0000001,0001040013,3494.71,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000005,0000002,0001040055,2280.86,00.25,0078211,"TLGFY, LLC"
000006,0000003,0001120007,4940.73,00.25,0078025,"BLUE SPRINGS, INC"
000007,0000004,0001160004,7740.2,00.25,0078211,"TLGFY, LLC"
000009,0000005,0002050014,7270.82,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000010,0000006,0002110003,4446.1,00.25,0161980,HARRY C SWAN
000011,0000007,0002141006,2735.05,00.25,0161980,HARRY C SWAN
000012,0000008,0002141017,1559.86,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000013,0000009,0002141061,2677.42,00.25,0091372,"TWO CENTS INVESTMENTS, LLC"
000014,0000010,0002141063,2646.17,00.25,0161962,ANTHONY R PIERFELICE
000015,0000011,0002141092,2350.58,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000016,0000012,0002147003,4379.35,00.25,0161862,HHL TAX LLC
000019,0000013,0003032017,580.26,00.25,0161968,GIBWALTER SOVEREIGN GROWTH TRUST
000021,0000014,0003032078,1464.38,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000022,0000015,0003061010,4804.02,00.25,0160636,"MTAG AS CUSTODIAN FOR CAZ CREEK FLORIDA, LLC"
000024,0000016,0003100002,28242.35,00.25,0077993,AJW INVESTMENTS LLC
000026,0000017,0003152021,3056.01,00.25,0008321,ATCF II FLORIDA-A LLC
000028,0000018,0004121015,8523.74,00.25,0161881,"U.S. BANK AS CUST FOR MAGNOLIA TC 14 NSA,  LLC"
000030,0000019,0004151006,12771.35,00.25,0161874,WMS NEW WORLD INVESTMENTS LLC
000031,0000020,0005020007,323.72,02.75,0161126,UTR LLC
000032,0000021,0005021041,3455.88,00.25,0161111,DELANCY INVESTMENTS LLC
000034,0000022,0005160007,35684.13,00.25,0161881,"U.S. BANK AS CUST FOR MAGNOLIA TC 14 NSA,  LLC"
000036,0000023,0006021028,12119.97,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000037,0000024,0006071062,1462.72,00.25,0161862,HHL TAX LLC
000038,0000025,0006071076,1421.59,00.25,0161862,HHL TAX LLC
000039,0000026,0006071088,980.48,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000040,0000027,0006071101,1145.08,00.25,0078211,"TLGFY, LLC"
000041,0000028,0006071108,1201.02,00.25,0161019,"FNA FLORIDA, LLC"
000042,0000029,0006071110,3051.09,00.25,0008293,"ELEVENTH TALENT, LLC"
000043,0000030,0006071114,1421.59,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000044,0000031,0006071210,804.35,00.25,0161126,UTR LLC
000045,0000032,0006071219,1107.21,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000046,0000033,0007051079,8107.45,00.25,0161019,"FNA FLORIDA, LLC"
000048,0000034,0007071016,14396.62,00.25,0077993,AJW INVESTMENTS LLC
000050,0000035,0007141006,5995.69,00.25,0161064,CHESWOLD TL LLC
000052,0000036,0007141045,11099.49,00.25,0161152,DABTLC2 LLC
000053,0000037,0007141060,5629.64,00.25,0161883,WM CYZEWSKI MARY CYZEWSKI TR
000055,0000038,0008022021,6675.46,00.25,0008293,"ELEVENTH TALENT, LLC"
000056,0000039,0008022023,4762.86,00.25,0161881,"U.S. BANK AS CUST FOR MAGNOLIA TC 14 NSA,  LLC"
000057,0000040,0008022106,4517.61,00.25,0161859,GARBER TAX MANAGEMENT LLC - 1
000060,0000041,0008061060,2700.48,00.25,0078105,BEIL LIEN FL LLC
000061,0000042,0008141033,7804.6,00.25,0161977,ANDREW V. DOOLEN
000063,0000043,0009041045,455.4,02.00,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000064,0000044,0009041051,982.1,00.25,0161862,HHL TAX LLC
000065,0000045,0009041057,521.28,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000066,0000046,0009041058,521.28,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000069,0000047,0009041106,949.2,00.25,0161143,"PFS FINANCIAL 1, LLC"
000070,0000048,0009041119,1261.94,00.25,0008321,ATCF II FLORIDA-A LLC
000072,0000049,0009041160,949.2,00.25,0161143,"PFS FINANCIAL 1, LLC"
000073,0000050,0009041184,899.81,00.25,0161862,HHL TAX LLC
000074,0000051,0009041195,1047.96,00.25,0161143,"PFS FINANCIAL 1, LLC"
000075,0000052,0009041198,1047.96,00.25,0078211,"TLGFY, LLC"
000076,0000053,0009041199,1047.96,00.25,0008321,ATCF II FLORIDA-A LLC
000077,0000054,0009041207,1047.96,00.25,0160636,"MTAG AS CUSTODIAN FOR CAZ CREEK FLORIDA, LLC"
000078,0000055,0009041222,2348.24,00.25,0161858,HMF FL E LLC
000079,0000056,0009041228,1212.56,00.25,0161862,HHL TAX LLC
000080,0000057,0009041230,866.9,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000081,0000058,0009041231,982.1,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000083,0000059,0009041236,1475.9,00.25,0161966,EBURY FUND 1FL LLC
000087,0000060,0009054029,8436.22,00.25,0161881,"U.S. BANK AS CUST FOR MAGNOLIA TC 14 NSA,  LLC"
000090,0000061,0009112124,31863.46,00.25,0160636,"MTAG AS CUSTODIAN FOR CAZ CREEK FLORIDA, LLC"
000091,0000062,0010020012,5812.64,00.25,0161931,NEBRASKA ALLIANCE REALTY COMPANY
000092,0000063,0010032018,6714.97,00.25,0002267,SIGMA TAX 1 LLC
000096,0000064,0010033078,4859.68,00.25,0078211,"TLGFY, LLC"
000097,0000065,0010033121,7840.78,00.25,0161064,CHESWOLD TL LLC
000099,0000066,0010090022,37327.93,00.25,0161866,"CAPITAL ONE CLTRL ASSIGNEE OF FIG 2233, LLC"
000101,0000067,0010150004,16037.62,00.25,0161883,WM CYZEWSKI MARY CYZEWSKI TR
000102,0000068,0010150005,6638.03,00.25,0008293,"ELEVENTH TALENT, LLC"
000106,0000069,0011084034,16561.04,00.25,0161152,DABTLC2 LLC
000108,0000070,0012041001,6532.71,00.25,0161143,"PFS FINANCIAL 1, LLC"
000109,0000071,0012042033,358.28,18.00,0161866,"CAPITAL ONE CLTRL ASSIGNEE OF FIG 2233, LLC"
000110,0000072,0012042063,453.76,10.00,0161866,"CAPITAL ONE CLTRL ASSIGNEE OF FIG 2233, LLC"
000111,0000073,0012042071,583.79,10.00,0161866,"CAPITAL ONE CLTRL ASSIGNEE OF FIG 2233, LLC"
000112,0000074,0012042116,331.96,18.00,0161866,"CAPITAL ONE CLTRL ASSIGNEE OF FIG 2233, LLC"
000113,0000075,0013010005,22890.65,00.25,0013586,MARBURY THOMAS C
000114,0000076,0013010019,27257.59,00.25,0161946,MARY C BROWN
000116,0000077,0013041015,9573.99,00.25,0161064,CHESWOLD TL LLC
000117,0000078,0013041019,10265.27,00.25,0161894,PTL PARTNERS 2 LP
000120,0000079,0013042022,4866.55,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000122,0000080,0013044069,8724.67,00.25,0161858,HMF FL E LLC
000123,0000081,0013070010,97036.31,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000124,0000082,0013070013,112447,00.25,0161881,"U.S. BANK AS CUST FOR MAGNOLIA TC 14 NSA,  LLC"
000125,0000083,0013080002,7401.85,00.25,0161931,NEBRASKA ALLIANCE REALTY COMPANY
000126,0000084,0015011041,1515.1,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000129,0000085,0015011175,1465.65,00.25,0161862,HHL TAX LLC
000131,0000086,0015011184,1774.09,00.25,0161966,EBURY FUND 1FL LLC
000133,0000087,0015011285,1374.07,00.25,0161859,GARBER TAX MANAGEMENT LLC - 1
000134,0000088,0015011289,1043.48,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000135,0000089,0015022015,1805.27,00.25,0161152,DABTLC2 LLC
000140,0000090,0016013022,1455.26,00.25,0160636,"MTAG AS CUSTODIAN FOR CAZ CREEK FLORIDA, LLC"
000141,0000091,0016013024,1455.26,00.25,0161019,"FNA FLORIDA, LLC"
000142,0000092,0016013026,1265.62,00.25,0161862,HHL TAX LLC
000143,0000093,0016050015,2166.66,00.25,0161147,"FLORIDA TAX CERTIFICATE FUND, LLC"
000144,0000094,0016120043,2548.39,00.25,0161111,DELANCY INVESTMENTS LLC
000145,0000095,0016140017,3512.71,00.25,0078211,"TLGFY, LLC"
000146,0000096,0016160002,1452.39,03.00,0161037,"BROADRIVER TRF I, L.P."
000147,0000097,0017070005,1650.26,00.25,0161143,"PFS FINANCIAL 1, LLC"
000149,0000098,0018040049,2597.43,00.25,0161858,HMF FL E LLC
000150,0000099,0018040050,1560.26,00.25,0161194,"OPTIMAL INVESTMENTS, INC"
000152,0000100,0018050073,1317.84,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000153,0000101,0018120015,1410.11,00.25,0161037,"BROADRIVER TRF I, L.P."
000154,0000102,0018130013,2011.26,00.25,0161962,ANTHONY R PIERFELICE
000155,0000103,0018160003,1645.97,00.25,0161866,"CAPITAL ONE CLTRL ASSIGNEE OF FIG 2233, LLC"
000157,0,0019020017,81.88,18.00,0000001,STRUCK TO COUNTY
000158,0000105,0019030051,1883.96,00.25,0160636,"MTAG AS CUSTODIAN FOR CAZ CREEK FLORIDA, LLC"
000160,0000106,0019040049,2200.44,00.25,0161859,GARBER TAX MANAGEMENT LLC - 1
000161,0000107,0019040060,962.3,00.25,0008293,"ELEVENTH TALENT, LLC"
000162,0000108,0019050018,1525.36,00.25,0161858,HMF FL E LLC
000164,0000109,0019050071,1666.78,00.25,0160390,"JUNO TAX, LLC"
000165,0,0019060006,86.29,18.00,0000001,STRUCK TO COUNTY
000166,0000111,0019060032,1460.33,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000169,0000112,0019060061,1301.57,00.25,0161014,"FLORIDA CORAL LIEN INVESTMENTS, LLC"
000171,0000113,0019110010,1740.98,00.25,0161874,WMS NEW WORLD INVESTMENTS LLC
