AdvNum,Parcel,Face Amount,Certificate Number,WinningBid,Premium,Bidder ID,Primary Name On Account
0160,07-0-017243,1995.03,0,$529600.00,$0.00,12,GBIF LLC
0167,07-0-052324,4757.13,0,$1415600.00,$0.00,12,GBIF LLC
0169,07-0-039549,1111.46,0,$499600.00,$0.00,84,TAX CERTIFICATE CONSULTANTS INC
0171,07-0-007353,2077.33,0,$140390.00,$0.00,12,GBIF LLC
0183,07-1-097360,3996.37,0,$200956.67,$0.00,12,GBIF LLC
0189,07-1-046693,85654.48,0,$2106059.50,$0.00,81,NAR SOLUTIONS  INC
0190,07-1-109814,2762.58,0,$1096400.00,$0.00,12,GBIF LLC
0192,07-1-143796,4490.15,0,$901732.00,$0.00,12,GBIF LLC
0204,07-1-063989,4547.39,0,$914000.00,$0.00,12,GBIF LLC
0205,07-1-068735,8841.24,0,$1834532.00,$0.00,12,GBIF LLC
0206,07-1-089864,1927.67,0,$727068.00,$0.00,12,GBIF LLC
0209,07-1-433160,4876.44,0,$2031468.00,$0.00,12,GBIF LLC
0210,07-1-092407,2368.12,0,,,00,STRUCK TO Carroll County
0213,07-1-063563,2377.45,0,$112873.20,$0.00,84,TAX CERTIFICATE CONSULTANTS INC
0215,07-1-151217,3735.76,0,$740000.00,$0.00,12,GBIF LLC
0217,08-0-035350,1735.51,0,$12814.00,$0.00,60,INSIGHT REAL ESTATE LLC
0218,08-0-002371,2312.27,0,$129470.00,$0.00,81,NAR SOLUTIONS  INC
0219,08-0-004501,1080.28,0,$890800.00,$0.00,84,TAX CERTIFICATE CONSULTANTS INC
